Order_ID,Order_Date,Product,Category,City,Quantity,Unit_Price,Sales
423,2025-03-04,Mouse,Accessories,Bangalore,5,1685,8425
424,2025-06-26,Tablet,Electronics,Salem,2,18094,36188
425,2025-02-10,Laptop,Electronics,Bangalore,3,55405,166215
426,2025-04-20,Mouse,Accessories,Trichy,2,1403,2806
427,2025-03-12,Mouse,Accessories,Bangalore,1,1560,1560
428,2025-01-26,Keyboard,Accessories,Erode,5,1462,7310
429,2025-02-21,Keyboard,Accessories,Chennai,4,1676,6704
430,2025-12-15,Smart Watch,Accessories,Coimbatore,2,4510,9020
431,2025-12-01,Headphones,Accessories,Salem,4,2977,11908
432,2025-06-14,Keyboard,Accessories,Bangalore,3,2322,6966
433,2025-11-30,Laptop,Electronics,Coimbatore,5,54975,274875
434,2025-08-02,Laptop,Electronics,Tirupur,2,54574,109148
435,2025-04-06,Tablet,Electronics,Trichy,3,17576,52728
436,2025-10-18,Laptop,Electronics,Bangalore,5,54719,273595
437,2025-08-21,Monitor,Electronics,Bangalore,5,12573,62865
438,2025-09-16,Smart Watch,Accessories,Tirupur,4,5058,20232
439,2025-06-19,Keyboard,Accessories,Coimbatore,2,2497,4994
440,2025-04-06,Smart Watch,Accessories,Bangalore,1,5190,5190
441,2025-03-31,Mouse,Accessories,Erode,5,1608,8040
442,2025-09-21,Tablet,Electronics,Salem,3,17677,53031
443,2025-04-05,Tablet,Electronics,Coimbatore,2,18477,36954
444,2025-01-04,Monitor,Electronics,Erode,3,12285,36855
445,2025-05-17,Keyboard,Accessories,Trichy,3,1618,4854
446,2025-12-01,Laptop,Electronics,Bangalore,3,55918,167754
447,2025-12-08,Keyboard,Accessories,Chennai,1,1953,1953
448,2025-07-27,Mouse,Accessories,Tirupur,5,1740,8700
449,2025-11-24,Mouse,Accessories,Coimbatore,3,1052,3156
450,2025-03-10,Keyboard,Accessories,Erode,4,1313,5252
451,2025-08-01,Smart Watch,Accessories,Madurai,5,5464,27320
452,2025-12-15,Keyboard,Accessories,Erode,5,1167,5835
453,2025-02-09,Smart Watch,Accessories,Madurai,5,4729,23645
454,2025-10-21,Laptop,Electronics,Erode,5,54806,274030
455,2025-09-24,Headphones,Accessories,Madurai,4,2238,8952
456,2025-02-16,Keyboard,Accessories,Trichy,5,1912,9560
457,2025-03-09,Laptop,Electronics,Trichy,5,55350,276750
458,2025-10-14,Smart Watch,Accessories,Chennai,4,5877,23508
459,2025-07-22,Mouse,Accessories,Chennai,3,306,918
460,2025-01-24,Keyboard,Accessories,Coimbatore,4,1705,6820
461,2025-02-05,Mobile Phone,Electronics,Chennai,4,24564,98256
462,2025-04-03,Mouse,Accessories,Salem,2,1613,3226
463,2025-07-15,Tablet,Electronics,Madurai,4,18273,73092
464,2025-12-16,Tablet,Electronics,Coimbatore,5,17772,88860
465,2025-04-02,Monitor,Electronics,Coimbatore,5,12304,61520
466,2025-01-02,Headphones,Accessories,Erode,1,2611,2611
467,2025-09-30,Smart Watch,Accessories,Salem,4,4970,19880
468,2025-06-27,Keyboard,Accessories,Trichy,2,1564,3128
469,2025-01-17,Keyboard,Accessories,Coimbatore,4,2259,9036
470,2025-04-16,Laptop,Electronics,Erode,1,54706,54706
471,2025-11-03,Laptop,Electronics,Trichy,1,55001,55001
472,2025-08-13,Laptop,Electronics,Salem,2,55605,111210
473,2025-03-13,Keyboard,Accessories,Chennai,5,1592,7960
474,2025-10-23,Keyboard,Accessories,Madurai,5,2377,11885
475,2025-06-04,Monitor,Electronics,Erode,2,12852,25704
476,2025-06-03,Keyboard,Accessories,Salem,3,1124,3372
477,2025-10-12,Headphones,Accessories,Salem,4,2096,8384
478,2025-09-26,Monitor,Electronics,Salem,3,12926,38778
479,2025-03-18,Tablet,Electronics,Salem,3,18270,54810
480,2025-05-04,Headphones,Accessories,Trichy,2,2615,5230
481,2025-01-30,Headphones,Accessories,Trichy,5,2845,14225
482,2025-07-18,Tablet,Electronics,Tirupur,2,18022,36044
483,2025-11-28,Keyboard,Accessories,Madurai,1,1921,1921
484,2025-10-02,Monitor,Electronics,Coimbatore,2,11605,23210
485,2025-12-11,Mouse,Accessories,Salem,5,1534,7670
486,2025-04-07,Laptop,Electronics,Coimbatore,5,55983,279915
487,2025-04-17,Keyboard,Accessories,Trichy,3,1620,4860
488,2025-04-08,Laptop,Electronics,Erode,1,55480,55480
489,2025-07-23,Keyboard,Accessories,Erode,2,2130,4260
490,2025-07-14,Monitor,Electronics,Bangalore,4,12592,50368
491,2025-05-14,Monitor,Electronics,Bangalore,3,12550,37650
492,2025-02-20,Smart Watch,Accessories,Trichy,4,5155,20620
493,2025-06-10,Keyboard,Accessories,Madurai,4,1093,4372
494,2025-01-09,Keyboard,Accessories,Tirupur,3,2133,6399
495,2025-03-20,Tablet,Electronics,Bangalore,2,18175,36350
496,2025-10-19,Keyboard,Accessories,Salem,2,2022,4044
497,2025-09-08,Monitor,Electronics,Bangalore,4,12443,49772
498,2025-03-28,Headphones,Accessories,Madurai,2,3475,6950
499,2025-10-05,Smart Watch,Accessories,Tirupur,1,5573,5573
500,2025-12-09,Laptop,Electronics,Coimbatore,1,54513,54513
