Order_ID,Order_Date,Product,Category,City,Quantity,Unit_Price,Sales,Year,Month,Month_Name
334,2025-03-15,Laptop,Electronics,Erode,3,55379,166137,2025,3,Mar
335,2025-05-04,Laptop,Electronics,Madurai,5,55353,276765,2025,5,May
336,2025-09-26,Headphones,Accessories,Coimbatore,3,2138,6414,2025,9,Sep
337,2025-08-29,Laptop,Electronics,Salem,1,55801,55801,2025,8,Aug
338,2025-05-10,Tablet,Electronics,Madurai,1,18231,18231,2025,5,May
339,2025-05-04,Mobile Phone,Electronics,Madurai,1,25691,25691,2025,5,May
340,2025-01-23,Monitor,Electronics,Tirupur,3,12618,37854,2025,1,Jan
341,2025-12-17,Monitor,Electronics,Tirupur,4,12924,51696,2025,12,Dec
342,2025-03-11,Smart Watch,Accessories,Tirupur,1,5966,5966,2025,3,Mar
343,2025-05-31,Smart Watch,Accessories,Chennai,2,4589,9178,2025,5,May
344,2025-06-11,Keyboard,Accessories,Chennai,3,2055,6165,2025,6,Jun
345,2025-05-10,Tablet,Electronics,Trichy,1,18824,18824,2025,5,May
346,2025-07-02,Keyboard,Accessories,Bangalore,1,2342,2342,2025,7,Jul
347,2025-03-05,Monitor,Electronics,Bangalore,3,12394,37182,2025,3,Mar
348,2025-07-17,Tablet,Electronics,Trichy,3,17882,53646,2025,7,Jul
349,2025-07-08,Smart Watch,Accessories,Trichy,5,5046,25230,2025,7,Jul
350,2025-02-10,Mobile Phone,Electronics,Salem,4,25733,102932,2025,2,Feb
351,2025-06-14,Headphones,Accessories,Bangalore,1,2163,2163,2025,6,Jun
352,2025-06-06,Monitor,Electronics,Bangalore,4,12734,50936,2025,6,Jun
353,2025-12-20,Tablet,Electronics,Tirupur,4,18219,72876,2025,12,Dec
354,2025-06-30,Smart Watch,Accessories,Chennai,5,5390,26950,2025,6,Jun
355,2025-02-08,Mouse,Accessories,Chennai,4,1044,4176,2025,2,Feb
356,2025-03-15,Headphones,Accessories,Chennai,5,3388,16940,2025,3,Mar
357,2025-03-06,Smart Watch,Accessories,Chennai,1,4983,4983,2025,3,Mar
358,2025-07-16,Monitor,Electronics,Madurai,5,11566,57830,2025,7,Jul
359,2025-07-09,Headphones,Accessories,Trichy,3,2909,8727,2025,7,Jul
360,2025-09-29,Mobile Phone,Electronics,Tirupur,3,25315,75945,2025,9,Sep
361,2025-05-08,Monitor,Electronics,Bangalore,1,11553,11553,2025,5,May
362,2025-09-23,Headphones,Accessories,Trichy,4,3150,12600,2025,9,Sep
363,2025-05-14,Mobile Phone,Electronics,Bangalore,4,24939,99756,2025,5,May
364,2025-04-13,Mouse,Accessories,Trichy,1,577,577,2025,4,Apr
365,2025-03-30,Mobile Phone,Electronics,Trichy,4,24679,98716,2025,3,Mar
366,2025-12-30,Monitor,Electronics,Madurai,1,12626,12626,2025,12,Dec
367,2025-03-22,Mouse,Accessories,Bangalore,2,1040,2080,2025,3,Mar
368,2025-04-13,Keyboard,Accessories,Coimbatore,2,1484,2968,2025,4,Apr
369,2025-07-04,Smart Watch,Accessories,Chennai,5,5672,28360,2025,7,Jul
370,2025-10-10,Monitor,Electronics,Trichy,2,12753,25506,2025,10,Oct
371,2025-06-08,Mobile Phone,Electronics,Coimbatore,4,25968,103872,2025,6,Jun
372,2025-07-29,Smart Watch,Accessories,Salem,5,4651,23255,2025,7,Jul
373,2025-11-25,Headphones,Accessories,Madurai,1,2921,2921,2025,11,Nov
374,2025-03-07,Smart Watch,Accessories,Madurai,5,5810,29050,2025,3,Mar
375,2025-08-10,Headphones,Accessories,Tirupur,5,2113,10565,2025,8,Aug
376,2025-06-05,Mobile Phone,Electronics,Tirupur,2,24831,49662,2025,6,Jun
377,2025-06-27,Monitor,Electronics,Erode,5,12081,60405,2025,6,Jun
378,2025-04-11,Mobile Phone,Electronics,Bangalore,5,25062,125310,2025,4,Apr
379,2025-11-11,Headphones,Accessories,Bangalore,5,2191,10955,2025,11,Nov
380,2025-03-29,Headphones,Accessories,Tirupur,5,3475,17375,2025,3,Mar
381,2025-01-15,Monitor,Electronics,Chennai,1,11593,11593,2025,1,Jan
382,2025-10-20,Mouse,Accessories,Erode,4,1565,6260,2025,10,Oct
383,2025-11-18,Laptop,Electronics,Trichy,5,55093,275465,2025,11,Nov
384,2025-05-06,Mouse,Accessories,Trichy,4,909,3636,2025,5,May
385,2025-12-19,Smart Watch,Accessories,Coimbatore,1,4823,4823,2025,12,Dec
386,2025-09-05,Smart Watch,Accessories,Salem,4,4917,19668,2025,9,Sep
387,2025-06-10,Monitor,Electronics,Tirupur,3,12207,36621,2025,6,Jun
388,2025-07-09,Tablet,Electronics,Tirupur,5,18650,93250,2025,7,Jul
389,2025-05-04,Mobile Phone,Electronics,Madurai,4,24750,99000,2025,5,May
390,2025-05-07,Mouse,Accessories,Trichy,2,498,996,2025,5,May
391,2025-07-16,Laptop,Electronics,Bangalore,5,55356,276780,2025,7,Jul
392,2025-06-17,Keyboard,Accessories,Tirupur,5,2476,12380,2025,6,Jun
393,2025-03-23,Monitor,Electronics,Erode,4,12554,50216,2025,3,Mar
394,2025-06-07,Smart Watch,Accessories,Trichy,4,4547,18188,2025,6,Jun
395,2025-09-16,Mobile Phone,Electronics,Salem,4,24993,99972,2025,9,Sep
396,2025-01-25,Keyboard,Accessories,Madurai,1,1576,1576,2025,1,Jan
397,2025-05-27,Smart Watch,Accessories,Trichy,5,4516,22580,2025,5,May
398,2025-03-10,Mobile Phone,Electronics,Salem,3,25989,77967,2025,3,Mar
399,2025-07-07,Monitor,Electronics,Salem,1,12320,12320,2025,7,Jul
400,2025-07-05,Laptop,Electronics,Erode,5,55091,275455,2025,7,Jul
401,2025-09-16,Mobile Phone,Electronics,Salem,4,25626,102504,2025,9,Sep
402,2025-03-07,Mouse,Accessories,Coimbatore,1,1106,1106,2025,3,Mar
403,2025-10-13,Monitor,Electronics,Madurai,3,11795,35385,2025,10,Oct
404,2025-09-14,Keyboard,Accessories,Salem,1,1092,1092,2025,9,Sep
405,2025-06-20,Laptop,Electronics,Tirupur,4,55563,222252,2025,6,Jun
406,2025-11-07,Smart Watch,Accessories,Tirupur,5,4786,23930,2025,11,Nov
407,2025-03-25,Monitor,Electronics,Madurai,4,12762,51048,2025,3,Mar
408,2025-09-17,Mouse,Accessories,Madurai,5,1390,6950,2025,9,Sep
409,2025-09-01,Smart Watch,Accessories,Bangalore,1,5254,5254,2025,9,Sep
410,2025-08-02,Monitor,Electronics,Coimbatore,5,12130,60650,2025,8,Aug
411,2025-05-16,Laptop,Electronics,Trichy,5,55682,278410,2025,5,May
412,2025-10-26,Keyboard,Accessories,Chennai,4,1349,5396,2025,10,Oct
413,2025-12-15,Tablet,Electronics,Tirupur,2,17564,35128,2025,12,Dec
414,2025-01-10,Mobile Phone,Electronics,Erode,4,25142,100568,2025,1,Jan
415,2025-07-31,Tablet,Electronics,Tirupur,2,18340,36680,2025,7,Jul
416,2025-12-28,Smart Watch,Accessories,Chennai,2,5562,11124,2025,12,Dec
417,2025-12-06,Keyboard,Accessories,Madurai,4,2076,8304,2025,12,Dec
418,2025-03-30,Tablet,Electronics,Madurai,4,18591,74364,2025,3,Mar
419,2025-12-13,Monitor,Electronics,Madurai,3,12749,38247,2025,12,Dec
420,2025-05-07,Smart Watch,Accessories,Erode,3,5642,16926,2025,5,May
421,2025-06-02,Mouse,Accessories,Erode,3,1743,5229,2025,6,Jun
422,2025-06-12,Keyboard,Accessories,Trichy,4,1714,6856,2025,6,Jun
423,2025-03-04,Mouse,Accessories,Bangalore,5,1685,8425,2025,3,Mar
424,2025-06-26,Tablet,Electronics,Salem,2,18094,36188,2025,6,Jun
425,2025-02-10,Laptop,Electronics,Bangalore,3,55405,166215,2025,2,Feb
426,2025-04-20,Mouse,Accessories,Trichy,2,1403,2806,2025,4,Apr
427,2025-03-12,Mouse,Accessories,Bangalore,1,1560,1560,2025,3,Mar
428,2025-01-26,Keyboard,Accessories,Erode,5,1462,7310,2025,1,Jan
429,2025-02-21,Keyboard,Accessories,Chennai,4,1676,6704,2025,2,Feb
430,2025-12-15,Smart Watch,Accessories,Coimbatore,2,4510,9020,2025,12,Dec
431,2025-12-01,Headphones,Accessories,Salem,4,2977,11908,2025,12,Dec
432,2025-06-14,Keyboard,Accessories,Bangalore,3,2322,6966,2025,6,Jun
433,2025-11-30,Laptop,Electronics,Coimbatore,5,54975,274875,2025,11,Nov
434,2025-08-02,Laptop,Electronics,Tirupur,2,54574,109148,2025,8,Aug
435,2025-04-06,Tablet,Electronics,Trichy,3,17576,52728,2025,4,Apr
436,2025-10-18,Laptop,Electronics,Bangalore,5,54719,273595,2025,10,Oct
437,2025-08-21,Monitor,Electronics,Bangalore,5,12573,62865,2025,8,Aug
438,2025-09-16,Smart Watch,Accessories,Tirupur,4,5058,20232,2025,9,Sep
439,2025-06-19,Keyboard,Accessories,Coimbatore,2,2497,4994,2025,6,Jun
440,2025-04-06,Smart Watch,Accessories,Bangalore,1,5190,5190,2025,4,Apr
441,2025-03-31,Mouse,Accessories,Erode,5,1608,8040,2025,3,Mar
442,2025-09-21,Tablet,Electronics,Salem,3,17677,53031,2025,9,Sep
443,2025-04-05,Tablet,Electronics,Coimbatore,2,18477,36954,2025,4,Apr
444,2025-01-04,Monitor,Electronics,Erode,3,12285,36855,2025,1,Jan
445,2025-05-17,Keyboard,Accessories,Trichy,3,1618,4854,2025,5,May
446,2025-12-01,Laptop,Electronics,Bangalore,3,55918,167754,2025,12,Dec
447,2025-12-08,Keyboard,Accessories,Chennai,1,1953,1953,2025,12,Dec
448,2025-07-27,Mouse,Accessories,Tirupur,5,1740,8700,2025,7,Jul
449,2025-11-24,Mouse,Accessories,Coimbatore,3,1052,3156,2025,11,Nov
450,2025-03-10,Keyboard,Accessories,Erode,4,1313,5252,2025,3,Mar
451,2025-08-01,Smart Watch,Accessories,Madurai,5,5464,27320,2025,8,Aug
452,2025-12-15,Keyboard,Accessories,Erode,5,1167,5835,2025,12,Dec
453,2025-02-09,Smart Watch,Accessories,Madurai,5,4729,23645,2025,2,Feb
454,2025-10-21,Laptop,Electronics,Erode,5,54806,274030,2025,10,Oct
455,2025-09-24,Headphones,Accessories,Madurai,4,2238,8952,2025,9,Sep
456,2025-02-16,Keyboard,Accessories,Trichy,5,1912,9560,2025,2,Feb
457,2025-03-09,Laptop,Electronics,Trichy,5,55350,276750,2025,3,Mar
458,2025-10-14,Smart Watch,Accessories,Chennai,4,5877,23508,2025,10,Oct
459,2025-07-22,Mouse,Accessories,Chennai,3,306,918,2025,7,Jul
460,2025-01-24,Keyboard,Accessories,Coimbatore,4,1705,6820,2025,1,Jan
461,2025-02-05,Mobile Phone,Electronics,Chennai,4,24564,98256,2025,2,Feb
462,2025-04-03,Mouse,Accessories,Salem,2,1613,3226,2025,4,Apr
463,2025-07-15,Tablet,Electronics,Madurai,4,18273,73092,2025,7,Jul
464,2025-12-16,Tablet,Electronics,Coimbatore,5,17772,88860,2025,12,Dec
465,2025-04-02,Monitor,Electronics,Coimbatore,5,12304,61520,2025,4,Apr
466,2025-01-02,Headphones,Accessories,Erode,1,2611,2611,2025,1,Jan
467,2025-09-30,Smart Watch,Accessories,Salem,4,4970,19880,2025,9,Sep
468,2025-06-27,Keyboard,Accessories,Trichy,2,1564,3128,2025,6,Jun
469,2025-01-17,Keyboard,Accessories,Coimbatore,4,2259,9036,2025,1,Jan
470,2025-04-16,Laptop,Electronics,Erode,1,54706,54706,2025,4,Apr
471,2025-11-03,Laptop,Electronics,Trichy,1,55001,55001,2025,11,Nov
472,2025-08-13,Laptop,Electronics,Salem,2,55605,111210,2025,8,Aug
473,2025-03-13,Keyboard,Accessories,Chennai,5,1592,7960,2025,3,Mar
474,2025-10-23,Keyboard,Accessories,Madurai,5,2377,11885,2025,10,Oct
475,2025-06-04,Monitor,Electronics,Erode,2,12852,25704,2025,6,Jun
476,2025-06-03,Keyboard,Accessories,Salem,3,1124,3372,2025,6,Jun
477,2025-10-12,Headphones,Accessories,Salem,4,2096,8384,2025,10,Oct
478,2025-09-26,Monitor,Electronics,Salem,3,12926,38778,2025,9,Sep
479,2025-03-18,Tablet,Electronics,Salem,3,18270,54810,2025,3,Mar
480,2025-05-04,Headphones,Accessories,Trichy,2,2615,5230,2025,5,May
481,2025-01-30,Headphones,Accessories,Trichy,5,2845,14225,2025,1,Jan
482,2025-07-18,Tablet,Electronics,Tirupur,2,18022,36044,2025,7,Jul
483,2025-11-28,Keyboard,Accessories,Madurai,1,1921,1921,2025,11,Nov
484,2025-10-02,Monitor,Electronics,Coimbatore,2,11605,23210,2025,10,Oct
485,2025-12-11,Mouse,Accessories,Salem,5,1534,7670,2025,12,Dec
486,2025-04-07,Laptop,Electronics,Coimbatore,5,55983,279915,2025,4,Apr
487,2025-04-17,Keyboard,Accessories,Trichy,3,1620,4860,2025,4,Apr
488,2025-04-08,Laptop,Electronics,Erode,1,55480,55480,2025,4,Apr
489,2025-07-23,Keyboard,Accessories,Erode,2,2130,4260,2025,7,Jul
490,2025-07-14,Monitor,Electronics,Bangalore,4,12592,50368,2025,7,Jul
491,2025-05-14,Monitor,Electronics,Bangalore,3,12550,37650,2025,5,May
492,2025-02-20,Smart Watch,Accessories,Trichy,4,5155,20620,2025,2,Feb
493,2025-06-10,Keyboard,Accessories,Madurai,4,1093,4372,2025,6,Jun
494,2025-01-09,Keyboard,Accessories,Tirupur,3,2133,6399,2025,1,Jan
495,2025-03-20,Tablet,Electronics,Bangalore,2,18175,36350,2025,3,Mar
496,2025-10-19,Keyboard,Accessories,Salem,2,2022,4044,2025,10,Oct
497,2025-09-08,Monitor,Electronics,Bangalore,4,12443,49772,2025,9,Sep
498,2025-03-28,Headphones,Accessories,Madurai,2,3475,6950,2025,3,Mar
499,2025-10-05,Smart Watch,Accessories,Tirupur,1,5573,5573,2025,10,Oct
500,2025-12-09,Laptop,Electronics,Coimbatore,1,54513,54513,2025,12,Dec
